Official Full Name,"Official Symbol
",Gene type,Location,Exon Count,Chromosome,"HPO Term Identifier
","HPO Association
"
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000480,Retinal coloboma
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000278,Retrognathia
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001838,Rocker bottom foot
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002650,Scoliosis
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0005484,Secondary microcephaly
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001250,Seizure
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0009237,Short 5th finger
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0003097,Short femur
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0010109,Short hallux
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0004220,Short middle phalanx of the 5th finger
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000470,Short neck
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0003196,Short nose
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0004279,Short palm
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0012745,Short palpebral fissure
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0004322,Short stature
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0003835,Shoulder subluxation
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000954,Single transverse palmar crease
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0010609,Skin tags
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002360,Sleep disturbance
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001518,Small for gestational age
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000319,Smooth philtrum
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002414,Spina bifida
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0003298,Spina bifida occulta
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000321,Square face
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000486,Strabismus
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001883,Talipes
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001636,Tetralogy of Fallot
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000574,Thick eyebrow
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000219,Thin upper lip vermilion
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0008467,Thoracic hemivertebrae
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002942,Thoracic kyphosis
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002943,Thoracic scoliosis
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0100033,Tics
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001660,Truncus arteriosus
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0007687,Unilateral ptosis
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000122,Unilateral renal agenesis
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000582,Upslanted palpebral fissure
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0001629,Ventricular septal defect
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002119,Ventriculomegaly
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0002948,Vertebral fusion
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000076,Vesicoureteral reflux
poly(U) binding splicing factor 60,PUF60,protein-coding,8q24.3,14,8,HP:0000431,Wide nasal bridge
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001273,Abnormal corpus callosum morphology
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0012547,Abnormal involuntary eye movements
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0012447,Abnormal myelination
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0011443,Abnormality of coordination
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000504,Abnormality of vision
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001344,Absent speech
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001251,Ataxia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0010819,Atonic seizure
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0007018,Attention deficit hyperactivity disorder
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0007270,Atypical absence seizure
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000708,Atypical behavior
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000717,Autism
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000006,Autosomal dominant inheritance
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002069,Bilateral tonic-clonic seizure
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0007334,Bilateral tonic-clonic seizure with focal onset
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0012444,Brain atrophy
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002059,Cerebral atrophy
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0011463,Childhood onset
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001558,Decreased fetal movement
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000750,Delayed speech and language development
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002376,Developmental regression
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000494,Downslanted palpebral fissures
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0100660,Dyskinesia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0010844,EEG with multifocal slow activity
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001298,Encephalopathy
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0200134,Epileptic encephalopathy
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001508,Failure to thrive
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0011968,Feeding difficulties
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002384,Focal impaired awareness seizure
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001288,Gait disturbance
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002020,Gastroesophageal reflux
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001290,Generalized hypotonia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001263,Global developmental delay
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000348,High forehead
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000668,Hypodontia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001265,Hyporeflexia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001252,Hypotonia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002521,Hypsarrhythmia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0100710,Impulsivity
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0003593,Infantile onset
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0012469,Infantile spasms
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001249,Intellectual disability
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0004305,Involuntary movements
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002509,Limb hypertonia
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001268,Mental deterioration
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000252,Microcephaly
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001336,Myoclonus
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0003623,Neonatal onset
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000639,Nystagmus
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000648,Optic atrophy
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002421,Poor head control
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000508,Ptosis
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001315,Reduced tendon reflexes
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0000546,Retinal degeneration
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002063,Rigidity
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001250,Seizure
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0004322,Short stature
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001257,Spasticity
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002133,Status epilepticus
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0012171,Stereotypical hand wringing
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0001337,Tremor
potassium voltage-gated channel subfamily B member 1,KCNB1,protein-coding,20q13.13,3,20,HP:0002317,Unsteady gait
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0005135,Abnormal T-wave
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0012332,Abnormal autonomic nervous system physiology
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0500018,Abnormal cardiac exercise stress test
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001197,Abnormality of prenatal development or birth
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0011675,Arrhythmia
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0005110,Atrial fibrillation
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0000006,Autosomal dominant inheritance
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0000007,Autosomal recessive inheritance
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0008619,Bilateral sensorineural hearing impairment
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0100749,Chest pain
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0003577,Congenital onset
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0008527,Congenital sensorineural hearing impairment
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0002094,Dyspnea
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0025708,Early young adult onset
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0003546,Exercise intolerance
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0012378,Fatigue
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0000365,Hearing impairment
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0002900,Hypokalemia
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001891,Iron deficiency anemia
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0007185,Loss of consciousness
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001658,Myocardial infarction
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001962,Palpitations
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0030973,Postexertional symptom exacerbation
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0006682,Premature ventricular contraction
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0011476,Profound sensorineural hearing impairment
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001657,Prolonged QT interval
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0005184,Prolonged QTc interval
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001250,Seizure
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001688,Sinus bradycardia
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001645,Sudden cardiac death
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001279,Syncope
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001727,Thromboembolic stroke
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001907,Thromboembolism
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001664,Torsade de pointes
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0004308,Ventricular arrhythmia
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0001663,Ventricular fibrillation
potassium voltage-gated channel subfamily E regulatory subunit 1,KCNE1,protein-coding,21q22.12,7,21,HP:0002321,Vertigo
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0005135,Abnormal T-wave
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0012332,Abnormal autonomic nervous system physiology
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0500018,Abnormal cardiac exercise stress test
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001197,Abnormality of prenatal development or birth
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0005616,Accelerated skeletal maturation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0006744,Adrenocortical carcinoma
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0008186,Adrenocortical cytomegaly
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0011675,Arrhythmia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0005110,Atrial fibrillation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001678,Atrioventricular block
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000006,Autosomal dominant inheritance
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000007,Autosomal recessive inheritance
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0008619,Bilateral sensorineural hearing impairment
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001662,Bradycardia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001640,Cardiomegaly
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001638,Cardiomyopathy
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0100749,Chest pain
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0011463,Childhood onset
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000280,Coarse facial features
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0003577,Congenital onset
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0008527,Congenital sensorineural hearing impairment
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000028,Cryptorchidism
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001305,Dandy-Walker malformation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001540,Diastasis recti
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0002094,Dyspnea
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000105,Enlarged kidney
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0003546,Exercise intolerance
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0012378,Fatigue
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000150,Gonadoblastoma
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000364,Hearing abnormality
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000365,Hearing impairment
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001528,Hemihypertrophy
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0002884,Hepatoblastoma
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0002240,Hepatomegaly
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0002900,Hypokalemia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001891,Iron deficiency anemia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0003621,Juvenile onset
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000239,Large fontanelles
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0007185,Loss of consciousness
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000158,Macroglossia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0003596,Middle age onset
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0011800,Midface retrusion
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001658,Myocardial infarction
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001998,Neonatal hypoglycemia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0002667,Nephroblastoma
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000121,Nephrocalcinosis
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000787,Nephrolithiasis
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001052,Nevus flammeus
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001539,Omphalocele
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001548,Overgrowth
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0003247,Overgrowth of external genitalia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001962,Palpitations
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0006277,Pancreatic hyperplasia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0004757,Paroxysmal atrial fibrillation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0004754,Permanent atrial fibrillation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0032165,Placental mesenchymal dysplasia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0008523,Posterior helix pit
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0030973,Postexertional symptom exacerbation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0011476,Profound sensorineural hearing impairment
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001657,Prolonged QT interval
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0005184,Prolonged QTc interval
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0005487,Prominent metopic ridge
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000269,Prominent occiput
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000520,Proptosis
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000803,Renal cortical cysts
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001250,Seizure
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0012232,Shortened QT interval
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001688,Sinus bradycardia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001645,Sudden cardiac death
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001279,Syncope
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001727,Thromboembolic stroke
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001907,Thromboembolism
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001664,Torsade de pointes
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0004308,Ventricular arrhythmia
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0001663,Ventricular fibrillation
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0002321,Vertigo
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0000076,Vesicoureteral reflux
potassium voltage-gated channel subfamily Q member 1,KCNQ1,protein-coding,11p15.5-p15.4,19,11,HP:0011462,Young adult onset
potassium voltage-gated channel subfamily Q member 4,KCNQ4,protein-coding,1p34.2,16,1,HP:0000006,Autosomal dominant inheritance
potassium voltage-gated channel subfamily Q member 4,KCNQ4,protein-coding,1p34.2,16,1,HP:0000365,Hearing impairment
potassium voltage-gated channel subfamily Q member 4,KCNQ4,protein-coding,1p34.2,16,1,HP:0003676,Progressive
potassium voltage-gated channel subfamily Q member 4,KCNQ4,protein-coding,1p34.2,16,1,HP:0000360,Tinnitus
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0005109,Abnormal Achilles tendon morphology
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000532,Abnormal chorioretinal morphology
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000375,Abnormal cochlea morphology
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0011748,Adrenocorticotropic hormone deficiency
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0011448,Ankle clonus
POU class 3 homeobox 4,POU3F4,protein-coding,Xq21.1,1,X,HP:0000830,Anterior hypopituitarism
